springA,springB,springC,A_predict,B_predict,C_predict,summerA,summerB,summerC,A_predict,B_predict,C_predict,autumnA,autumnB,autumnC,A_predict,B_predict,C_predict,winterA,winterB,winterC,A_predict,B_predict,C_predict
36.8,41.1,39.9,36.77,41.11,39.89,43,48.2,46.3,43.07,48.19,46.33,35.3,40.5,39.3,35.37,40.58,39.31,35.5,40.7,39.3,35.53,40.71,39.25
36.8,41.1,39.9,36.77,41.1,39.89,43,48.2,46.3,43.06,48.19,46.33,35.3,40.5,39.3,35.38,40.59,39.32,35.5,40.7,39.3,35.53,40.71,39.26
36.8,41.1,39.9,36.77,41.1,39.88,43,48.2,46.3,43.05,48.19,46.32,35.3,40.5,39.3,35.39,40.6,39.33,35.5,40.7,39.3,35.53,40.72,39.26
36.8,41.1,39.9,36.77,41.1,39.88,43,48.2,46.3,43.04,48.18,46.32,35.3,40.5,39.3,35.4,40.61,39.33,35.5,40.7,39.3,35.54,40.72,39.26
36.8,41.1,39.9,36.77,41.1,39.88,43,48.2,46.3,43.04,48.18,46.31,35.3,40.5,39.3,35.41,40.62,39.34,35.5,40.7,39.3,35.54,40.73,39.27
36.8,41.1,39.9,36.77,41.09,39.88,43,48.2,46.3,43.03,48.18,46.31,35.3,40.5,39.3,35.42,40.63,39.34,35.5,40.7,39.3,35.54,40.73,39.27
36.8,41.2,40,36.77,41.13,39.91,43,48.2,46.3,43.03,48.18,46.31,35.4,40.6,39.3,35.44,40.65,39.36,35.6,40.8,39.3,35.57,40.75,39.29
36.8,41.2,40,36.77,41.14,39.92,43,48.2,46.3,43.02,48.18,46.3,35.4,40.6,39.3,35.45,40.67,39.36,35.6,40.8,39.3,35.59,40.76,39.3
36.8,41.2,40,36.77,41.15,39.93,43,48.2,46.3,43.02,48.18,46.3,35.4,40.6,39.3,35.47,40.69,39.37,35.6,40.8,39.3,35.6,40.77,39.31
36.8,41.2,40,36.78,41.16,39.93,43,48.2,46.3,43.01,48.18,46.3,35.4,40.6,39.3,35.48,40.71,39.38,35.6,40.8,39.3,35.61,40.78,39.32
36.8,41.2,40,36.78,41.17,39.94,43,48.2,46.3,43.01,48.18,46.3,35.4,40.6,39.3,35.5,40.73,39.38,35.6,40.8,39.3,35.61,40.78,39.32
36.8,41.2,40,36.78,41.17,39.94,43,48.2,46.3,43.01,48.18,46.3,35.4,40.6,39.3,35.51,40.74,39.39,35.6,40.8,39.3,35.62,40.79,39.32
36.8,41.2,40,36.78,41.17,39.94,43,48.2,46.3,43.01,48.18,46.3,35.4,40.6,39.3,35.52,40.76,39.39,35.6,40.8,39.3,35.62,40.79,39.32
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.18,46.3,35.4,40.6,39.3,35.53,40.77,39.39,35.6,40.8,39.3,35.62,40.79,39.32
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.18,46.3,35.4,40.6,39.3,35.53,40.78,39.4,35.6,40.8,39.3,35.62,40.79,39.32
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.18,46.3,35.4,40.6,39.3,35.53,40.78,39.4,35.6,40.8,39.3,35.62,40.79,39.32
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.18,46.3,35.5,40.7,39.4,35.57,40.81,39.42,35.7,40.9,39.4,35.66,40.83,39.36
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.18,46.3,35.5,40.7,39.4,35.59,40.83,39.44,35.7,40.9,39.4,35.68,40.84,39.38
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.19,46.3,35.5,40.7,39.4,35.62,40.86,39.46,35.7,40.9,39.4,35.69,40.85,39.39
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.19,46.3,35.5,40.7,39.4,35.64,40.88,39.48,35.7,40.9,39.4,35.7,40.86,39.4
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.19,46.3,35.5,40.7,39.4,35.66,40.9,39.5,35.7,40.9,39.4,35.71,40.87,39.41
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.19,46.3,35.5,40.7,39.4,35.67,40.92,39.52,35.7,40.9,39.4,35.71,40.87,39.41
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.19,46.3,35.5,40.7,39.4,35.68,40.93,39.54,35.7,40.9,39.4,35.72,40.87,39.42
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.19,46.3,35.5,40.7,39.4,35.68,40.94,39.55,35.7,40.9,39.4,35.72,40.87,39.42
36.8,41.2,40,36.78,41.18,39.95,43,48.2,46.3,43.01,48.19,46.3,35.5,40.7,39.4,35.68,40.94,39.56,35.7,40.9,39.4,35.72,40.87,39.42
36.8,41.2,40,36.78,41.18,39.95,43,48.1,46.3,43.01,48.17,46.29,35.5,40.7,39.4,35.68,40.94,39.56,35.7,40.9,39.4,35.71,40.87,39.42
36.8,41.2,40,36.78,41.18,39.95,43,48.1,46.3,43.01,48.17,46.29,35.6,40.9,39.5,35.72,40.98,39.61,35.7,40.9,39.5,35.73,40.89,39.44
36.8,41.2,40,36.79,41.18,39.96,43,48.1,46.3,43.02,48.16,46.29,35.6,40.9,39.5,35.74,41,39.64,35.7,40.9,39.5,35.73,40.9,39.45
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.16,46.28,35.6,40.9,39.5,35.77,41.03,39.67,35.7,40.9,39.5,35.73,40.9,39.45
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.16,46.28,35.6,40.9,39.5,35.78,41.05,39.69,35.7,40.9,39.5,35.73,40.91,39.46
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.15,46.28,35.6,40.9,39.5,35.79,41.06,39.71,35.7,40.9,39.5,35.73,40.91,39.46
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.15,46.28,35.6,40.9,39.5,35.8,41.07,39.72,35.7,40.9,39.5,35.73,40.91,39.47
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.15,46.28,35.6,40.9,39.5,35.8,41.07,39.72,35.7,40.9,39.5,35.73,40.91,39.47
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.14,46.28,35.6,40.9,39.5,35.8,41.07,39.72,35.7,40.9,39.5,35.73,40.91,39.47
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.14,46.27,35.6,40.9,39.5,35.79,41.07,39.72,35.7,40.9,39.5,35.73,40.91,39.47
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43.02,48.14,46.27,35.6,40.9,39.5,35.79,41.07,39.72,35.7,40.9,39.5,35.73,40.91,39.47
36.8,41.2,40,36.77,41.18,39.96,43,48.1,46.3,43.01,48.14,46.27,35.7,41,39.6,35.81,41.08,39.74,35.8,41,39.6,35.78,40.96,39.52
36.8,41.2,40,36.77,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.83,41.08,39.75,35.8,41,39.6,35.81,40.99,39.55
36.8,41.2,40,36.77,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.84,41.09,39.76,35.8,41,39.6,35.82,41.01,39.56
36.8,41.2,40,36.77,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.85,41.1,39.77,35.8,41,39.6,35.84,41.02,39.58
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.86,41.1,39.78,35.8,41,39.6,35.84,41.03,39.59
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.87,41.11,39.78,35.8,41,39.6,35.85,41.04,39.6
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.87,41.12,39.79,35.8,41,39.6,35.85,41.05,39.6
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.87,41.12,39.79,35.8,41,39.6,35.85,41.05,39.6
36.8,41.2,40,36.78,41.18,39.96,43,48.1,46.3,43,48.14,46.27,35.7,41,39.6,35.87,41.13,39.8,35.8,41,39.6,35.85,41.05,39.61
36.8,41.2,40,36.78,41.18,39.96,43,48.2,46.3,43.01,48.15,46.28,35.7,41,39.6,35.87,41.13,39.8,35.8,41,39.6,35.85,41.06,39.61
36.9,41.2,40,36.83,41.18,39.97,43,48.2,46.3,43.01,48.16,46.29,35.8,41.1,39.7,35.9,41.17,39.84,35.9,41.1,39.6,35.88,41.08,39.63
36.9,41.2,40,36.83,41.18,39.97,43,48.2,46.3,43.02,48.17,46.29,35.8,41.1,39.7,35.9,41.18,39.86,35.9,41.1,39.6,35.9,41.09,39.64
36.9,41.2,40,36.84,41.18,39.97,43,48.2,46.3,43.02,48.17,46.3,35.8,41.1,39.7,35.92,41.21,39.88,35.9,41.1,39.6,35.91,41.1,39.65
36.9,41.2,40,36.84,41.19,39.97,43,48.2,46.3,43.03,48.18,46.3,35.8,41.1,39.7,35.93,41.22,39.89,35.9,41.1,39.6,35.92,41.1,39.65
36.9,41.2,40,36.84,41.19,39.97,43,48.2,46.3,43.03,48.18,46.3,35.8,41.1,39.7,35.94,41.24,39.9,35.9,41.1,39.6,35.92,41.11,39.65
36.9,41.2,40,36.85,41.19,39.97,43,48.2,46.3,43.03,48.18,46.3,35.8,41.1,39.7,35.95,41.25,39.91,35.9,41.1,39.6,35.92,41.11,39.65
36.9,41.2,40,36.85,41.19,39.97,43,48.2,46.3,43.03,48.18,46.3,35.8,41.1,39.7,35.95,41.26,39.91,35.9,41.1,39.6,35.92,41.11,39.65
36.9,41.2,40,36.85,41.19,39.97,43,48.2,46.3,43.02,48.18,46.3,35.8,41.1,39.7,35.95,41.27,39.92,35.9,41.1,39.6,35.92,41.11,39.65
36.9,41.2,40,36.85,41.19,39.97,43,48.2,46.3,43.02,48.18,46.3,35.8,41.1,39.7,35.95,41.27,39.92,35.9,41.1,39.6,35.92,41.11,39.65
36.9,41.2,40,36.85,41.19,39.97,43,48.1,46.3,43.02,48.18,46.3,35.8,41.1,39.7,35.95,41.27,39.92,35.9,41.1,39.6,35.92,41.11,39.65
36.9,41.2,40,36.86,41.19,39.97,43,48.1,46.3,43.01,48.17,46.29,35.9,41.2,39.9,35.99,41.32,39.98,36,41.2,39.7,35.97,41.15,39.7
36.9,41.2,40,36.86,41.19,39.97,43,48.1,46.3,43.01,48.16,46.29,35.9,41.2,39.9,36.01,41.35,40.01,36,41.2,39.7,35.99,41.17,39.72
36.9,41.2,40,36.86,41.19,39.97,43,48.1,46.3,43.01,48.16,46.28,35.9,41.2,39.9,36.04,41.38,40.05,36,41.2,39.7,36.01,41.19,39.73
36.9,41.2,40,36.87,41.19,39.97,43,48.1,46.3,43.01,48.15,46.28,35.9,41.2,39.9,36.06,41.41,40.07,36,41.2,39.7,36.01,41.2,39.74
36.9,41.2,40,36.87,41.18,39.97,43,48.1,46.3,43.01,48.15,46.28,35.9,41.2,39.9,36.07,41.43,40.09,36,41.2,39.7,36.02,41.21,39.75
36.9,41.2,40,36.88,41.18,39.97,43,48.1,46.3,43.01,48.15,46.28,35.9,41.2,39.9,36.08,41.44,40.1,36,41.2,39.7,36.02,41.21,39.75
36.9,41.2,40,36.88,41.18,39.97,43,48.1,46.3,43.01,48.15,46.27,35.9,41.2,39.9,36.09,41.45,40.11,36,41.2,39.7,36.02,41.21,39.75
36.9,41.2,40,36.88,41.18,39.98,43,48.1,46.3,43.01,48.14,46.27,35.9,41.2,39.9,36.09,41.46,40.12,36,41.2,39.7,36.02,41.21,39.75
36.9,41.2,40,36.89,41.18,39.98,43,48.1,46.3,43.01,48.14,46.27,35.9,41.2,39.9,36.09,41.46,40.12,36,41.2,39.7,36.02,41.21,39.75
36.9,41.2,40,36.89,41.18,39.98,43,48.1,46.3,43.01,48.13,46.27,35.9,41.2,39.9,36.08,41.45,40.12,36,41.2,39.7,36.02,41.21,39.75
36.9,41.3,40,36.89,41.21,39.99,43,48.1,46.3,43.01,48.13,46.27,36,41.3,40,36.12,41.49,40.17,36.1,41.3,39.9,36.09,41.29,39.83
36.9,41.3,40,36.9,41.22,40,43,48.1,46.3,43.02,48.13,46.27,36,41.3,40,36.12,41.49,40.17,36.1,41.3,39.9,36.12,41.32,39.87
36.9,41.3,40,36.9,41.23,40,43,48.1,46.3,43.02,48.13,46.27,36,41.3,40,36.13,41.5,40.18,36.1,41.3,39.9,36.15,41.35,39.9
36.9,41.3,40,36.9,41.24,40,43,48.1,46.3,43.02,48.13,46.27,36,41.3,40,36.14,41.51,40.18,36.1,41.3,39.9,36.17,41.37,39.92
36.9,41.3,40,36.9,41.24,40,43,48.1,46.3,43.02,48.13,46.27,36,41.3,40,36.15,41.51,40.18,36.1,41.3,39.9,36.18,41.39,39.94
36.9,41.3,40,36.9,41.25,39.99,43,48.1,46.3,43.02,48.13,46.27,36,41.3,40,36.15,41.51,40.18,36.1,41.3,39.9,36.2,41.4,39.96
36.9,41.3,40,36.9,41.25,39.99,43,48.1,46.3,43.03,48.13,46.27,36,41.3,40,36.15,41.5,40.18,36.1,41.3,39.9,36.21,41.41,39.97
36.9,41.3,40,36.9,41.25,39.99,43,48.1,46.3,43.03,48.13,46.27,36,41.3,40,36.15,41.5,40.17,36.1,41.3,39.9,36.22,41.42,39.98
36.9,41.3,40,36.9,41.26,39.99,43,48.1,46.3,43.03,48.13,46.27,36,41.3,40,36.15,41.49,40.17,36.1,41.3,39.9,36.22,41.43,39.98
36.9,41.3,40,36.9,41.26,39.99,43,48.1,46.3,43.03,48.14,46.28,36,41.3,40,36.15,41.49,40.17,36.1,41.3,39.9,36.22,41.44,39.99
37,41.3,40.1,36.94,41.27,40.01,43,48.1,46.3,43.03,48.14,46.28,36.1,41.5,40.1,36.16,41.52,40.2,36.1,41.4,40,36.23,41.47,40.03
37,41.3,40.1,36.96,41.28,40.03,43,48.1,46.3,43.03,48.15,46.28,36.1,41.5,40.1,36.18,41.56,40.24,36.1,41.4,40,36.22,41.48,40.03
37,41.3,40.1,36.97,41.29,40.04,43,48.1,46.3,43.04,48.15,46.28,36.1,41.5,40.1,36.2,41.59,40.27,36.1,41.4,40,36.21,41.48,40.03
37,41.3,40.1,36.98,41.29,40.05,43,48.1,46.3,43.04,48.15,46.28,36.1,41.5,40.1,36.22,41.62,40.3,36.1,41.4,40,36.2,41.48,40.02
37,41.3,40.1,36.98,41.3,40.05,43,48.1,46.3,43.04,48.15,46.28,36.1,41.5,40.1,36.24,41.64,40.31,36.1,41.4,40,36.2,41.48,40.02
37,41.3,40.1,36.98,41.3,40.06,43,48.1,46.3,43.04,48.15,46.29,36.1,41.5,40.1,36.25,41.66,40.32,36.1,41.4,40,36.2,41.48,40.02
37,41.3,40.1,36.99,41.3,40.06,43,48.1,46.3,43.04,48.15,46.29,36.1,41.5,40.1,36.26,41.67,40.33,36.1,41.4,40,36.19,41.48,40.01
37,41.3,40.1,36.99,41.3,40.06,43,48.1,46.3,43.04,48.16,46.29,36.1,41.5,40.1,36.27,41.68,40.33,36.1,41.4,40,36.18,41.48,40.01
37,41.3,40.1,36.99,41.3,40.06,43,48.1,46.3,43.04,48.16,46.29,36.1,41.5,40.1,36.27,41.68,40.34,36.1,41.4,40,36.18,41.47,40
37,41.3,40.1,36.99,41.3,40.06,43,48.1,46.3,43.04,48.16,46.29,36.1,41.5,40.1,36.28,41.69,40.34,36.1,41.4,40,36.17,41.47,40
37,41.4,40.1,36.99,41.33,40.08,43,48.1,46.3,43.03,48.16,46.29,36.2,41.6,40.2,36.33,41.74,40.39,36.3,41.5,40,36.24,41.51,40.03
37,41.4,40.1,36.99,41.33,40.08,43,48.1,46.3,43.03,48.16,46.28,36.2,41.6,40.2,36.33,41.75,40.39,36.3,41.5,40,36.28,41.52,40.04
37,41.4,40.1,36.99,41.34,40.08,43,48.1,46.3,43.03,48.16,46.28,36.2,41.6,40.2,36.35,41.77,40.4,36.3,41.5,40,36.3,41.52,40.04
37,41.4,40.1,37,41.34,40.08,43,48.1,46.3,43.02,48.16,46.28,36.2,41.6,40.2,36.36,41.77,40.4,36.3,41.5,40,36.31,41.53,40.04
37,41.4,40.1,37,41.35,40.08,43,48.1,46.3,43.02,48.16,46.28,36.2,41.6,40.2,36.37,41.78,40.4,36.3,41.5,40,36.32,41.53,40.04
37,41.4,40.1,37,41.35,40.08,43,48.1,46.3,43.02,48.16,46.28,36.2,41.6,40.2,36.37,41.78,40.39,36.3,41.5,40,36.32,41.53,40.04
37,41.4,40.1,37.01,41.36,40.08,43,48.1,46.3,43.02,48.15,46.28,36.2,41.6,40.2,36.37,41.78,40.39,36.3,41.5,40,36.32,41.53,40.04
37,41.4,40.1,37.01,41.36,40.09,43,48.1,46.3,43.02,48.15,46.28,36.2,41.6,40.2,36.37,41.78,40.38,36.3,41.5,40,36.32,41.53,40.04
37,41.4,40.1,37.01,41.36,40.09,43,48.1,46.3,43.02,48.15,46.28,36.2,41.6,40.2,36.37,41.77,40.37,36.3,41.5,40,36.31,41.52,40.04
37,41.4,40.1,37.01,41.36,40.09,43,48.2,46.3,43.02,48.16,46.29,36.2,41.6,40.2,36.36,41.77,40.37,36.3,41.5,40,36.31,41.52,40.03
37.1,41.4,40.1,37.06,41.36,40.09,43,48.2,46.3,43.02,48.16,46.29,36.3,41.7,40.3,36.38,41.8,40.4,36.3,41.6,40.2,36.35,41.58,40.1
37.1,41.4,40.1,37.07,41.37,40.1,43,48.2,46.3,43.03,48.17,46.3,36.3,41.7,40.3,36.38,41.82,40.43,36.3,41.6,40.2,36.37,41.62,40.14
37.1,41.4,40.1,37.08,41.37,40.1,43,48.2,46.3,43.03,48.18,46.3,36.3,41.7,40.3,36.39,41.83,40.44,36.3,41.6,40.2,36.37,41.64,40.16
37.1,41.4,40.1,37.08,41.38,40.1,43,48.2,46.3,43.03,48.18,46.3,36.3,41.7,40.3,36.41,41.84,40.44,36.3,41.6,40.2,36.38,41.65,40.17
37.1,41.4,40.1,37.08,41.38,40.1,43,48.2,46.3,43.03,48.19,46.31,36.3,41.7,40.3,36.41,41.85,40.44,36.3,41.6,40.2,36.38,41.66,40.18
37.1,41.4,40.1,37.08,41.38,40.1,43,48.2,46.3,43.03,48.19,46.31,36.3,41.7,40.3,36.42,41.86,40.45,36.3,41.6,40.2,36.39,41.67,40.18
37.1,41.4,40.1,37.08,41.38,40.09,43,48.2,46.3,43.03,48.19,46.31,36.3,41.7,40.3,36.42,41.87,40.45,36.3,41.6,40.2,36.39,41.67,40.19
37.1,41.4,40.1,37.07,41.38,40.09,43,48.2,46.3,43.03,48.19,46.31,36.3,41.7,40.3,36.43,41.88,40.46,36.3,41.6,40.2,36.39,41.67,40.19
37.1,41.4,40.1,37.07,41.38,40.09,43,48.2,46.3,43.03,48.2,46.31,36.3,41.7,40.3,36.43,41.89,40.46,36.3,41.6,40.2,36.39,41.68,40.19
37.1,41.4,40.1,37.07,41.38,40.09,43.1,48.2,46.3,43.04,48.21,46.32,36.3,41.7,40.3,36.44,41.9,40.47,36.3,41.6,40.2,36.39,41.68,40.19
37.1,41.5,40.2,37.07,41.42,40.12,43.1,48.2,46.3,43.05,48.21,46.32,36.5,41.9,40.4,36.51,42,40.57,36.5,41.8,40.3,36.49,41.77,40.27
37.1,41.5,40.2,37.08,41.43,40.14,43.1,48.2,46.3,43.05,48.21,46.33,36.5,41.9,40.4,36.52,42.03,40.6,36.5,41.8,40.3,36.54,41.81,40.3
37.1,41.5,40.2,37.08,41.44,40.15,43.1,48.2,46.3,43.06,48.21,46.33,36.5,41.9,40.4,36.54,42.05,40.62,36.5,41.8,40.3,36.56,41.84,40.32
37.1,41.5,40.2,37.08,41.45,40.15,43.1,48.2,46.3,43.06,48.21,46.33,36.5,41.9,40.4,36.56,42.07,40.63,36.5,41.8,40.3,36.58,41.86,40.34
37.1,41.5,40.2,37.09,41.45,40.16,43.1,48.2,46.3,43.07,48.21,46.33,36.5,41.9,40.4,36.57,42.08,40.64,36.5,41.8,40.3,36.59,41.87,40.34
37.1,41.5,40.2,37.09,41.45,40.16,43.1,48.2,46.3,43.07,48.21,46.33,36.5,41.9,40.4,36.58,42.08,40.65,36.5,41.8,40.3,36.59,41.88,40.35
37.1,41.5,40.2,37.09,41.45,40.16,43.1,48.2,46.3,43.07,48.2,46.33,36.5,41.9,40.4,36.58,42.09,40.65,36.5,41.8,40.3,36.59,41.88,40.35
37.1,41.5,40.2,37.09,41.45,40.16,43.1,48.2,46.3,43.08,48.2,46.33,36.5,41.9,40.4,36.58,42.08,40.65,36.5,41.8,40.3,36.58,41.88,40.35
37.1,41.5,40.2,37.09,41.45,40.17,43.1,48.2,46.3,43.08,48.2,46.33,36.5,41.9,40.4,36.57,42.08,40.64,36.5,41.8,40.3,36.58,41.88,40.35
37.1,41.5,40.2,37.09,41.46,40.17,43.2,48.2,46.4,43.09,48.21,46.34,36.5,41.9,40.4,36.57,42.07,40.64,36.5,41.8,40.3,36.57,41.87,40.35
37.1,41.5,40.2,37.09,41.46,40.17,43.2,48.2,46.4,43.1,48.21,46.35,36.5,41.9,40.5,36.56,42.08,40.65,36.8,42,40.4,36.71,41.97,40.44
37.1,41.5,40.2,37.09,41.46,40.17,43.2,48.2,46.4,43.11,48.21,46.35,36.5,41.9,40.5,36.56,42.09,40.66,36.8,42,40.4,36.79,42.02,40.48
37.1,41.5,40.2,37.09,41.46,40.17,43.2,48.2,46.4,43.12,48.21,46.36,36.5,41.9,40.5,36.57,42.09,40.67,36.8,42,40.4,36.84,42.04,40.5
37.1,41.5,40.2,37.09,41.46,40.17,43.2,48.2,46.4,43.13,48.21,46.36,36.5,41.9,40.5,36.57,42.09,40.68,36.8,42,40.4,36.87,42.06,40.52
37.1,41.5,40.2,37.09,41.46,40.17,43.2,48.2,46.4,43.13,48.21,46.37,36.5,41.9,40.5,36.58,42.1,40.69,36.8,42,40.4,36.89,42.07,40.52
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.2,46.4,43.14,48.21,46.37,36.5,41.9,40.5,36.58,42.1,40.69,36.8,42,40.4,36.9,42.07,40.53
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.2,46.4,43.14,48.21,46.37,36.5,41.9,40.5,36.58,42.1,40.7,36.8,42,40.4,36.9,42.07,40.53
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.2,46.4,43.15,48.21,46.38,36.5,41.9,40.5,36.59,42.1,40.7,36.8,42,40.4,36.91,42.07,40.53
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.2,46.4,43.15,48.21,46.38,36.5,41.9,40.5,36.59,42.11,40.7,36.8,42,40.4,36.91,42.06,40.53
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.3,46.4,43.16,48.22,46.38,36.5,41.9,40.5,36.59,42.1,40.7,36.8,42,40.4,36.91,42.05,40.53
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.3,46.4,43.16,48.22,46.39,36.6,42,40.6,36.66,42.17,40.77,37.1,42.2,40.6,37.03,42.16,40.63
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.3,46.4,43.17,48.23,46.39,36.6,42,40.6,36.66,42.18,40.78,37.1,42.2,40.6,37.12,42.22,40.68
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.3,46.4,43.17,48.23,46.4,36.6,42,40.6,36.67,42.17,40.78,37.1,42.2,40.6,37.17,42.27,40.71
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.3,46.4,43.17,48.24,46.4,36.6,42,40.6,36.69,42.18,40.79,37.1,42.2,40.6,37.21,42.29,40.73
37.1,41.5,40.2,37.08,41.46,40.17,43.2,48.3,46.4,43.17,48.24,46.4,36.6,42,40.6,36.7,42.19,40.79,37.1,42.2,40.6,37.24,42.31,40.74
37.1,41.5,40.2,37.07,41.46,40.17,43.2,48.3,46.4,43.17,48.24,46.4,36.6,42,40.6,36.7,42.19,40.8,37.1,42.2,40.6,37.25,42.31,40.75
37.1,41.5,40.2,37.07,41.46,40.17,43.2,48.3,46.4,43.17,48.24,46.4,36.6,42,40.6,36.7,42.19,40.8,37.1,42.2,40.6,37.26,42.32,40.75
37.1,41.5,40.2,37.07,41.46,40.17,43.2,48.3,46.4,43.17,48.24,46.41,36.6,42,40.6,36.7,42.18,40.79,37.1,42.2,40.6,37.26,42.32,40.75
37.1,41.5,40.2,37.07,41.46,40.17,43.2,48.3,46.4,43.17,48.25,46.41,36.6,42,40.6,36.69,42.18,40.78,37.1,42.2,40.6,37.27,42.31,40.74
37.1,41.5,40.2,37.07,41.46,40.17,43.2,48.3,46.5,43.17,48.25,46.41,36.6,42,40.6,36.69,42.17,40.77,37.1,42.2,40.6,37.27,42.31,40.74
37.2,41.5,40.3,37.12,41.47,40.2,43.2,48.3,46.5,43.18,48.26,46.42,36.6,42.1,40.7,36.7,42.2,40.81,37.2,42.4,40.8,37.31,42.37,40.79
37.2,41.5,40.3,37.13,41.48,40.21,43.2,48.3,46.5,43.18,48.27,46.42,36.6,42.1,40.7,36.69,42.2,40.81,37.2,42.4,40.8,37.34,42.4,40.83
37.2,41.5,40.3,37.14,41.48,40.22,43.2,48.3,46.5,43.19,48.27,46.43,36.6,42.1,40.7,36.67,42.19,40.8,37.2,42.4,40.8,37.35,42.43,40.85
37.2,41.5,40.3,37.14,41.48,40.23,43.2,48.3,46.5,43.19,48.28,46.43,36.6,42.1,40.7,36.66,42.18,40.78,37.2,42.4,40.8,37.36,42.44,40.86
37.2,41.5,40.3,37.14,41.48,40.23,43.2,48.3,46.5,43.19,48.28,46.44,36.6,42.1,40.7,36.65,42.17,40.77,37.2,42.4,40.8,37.36,42.45,40.87
37.2,41.5,40.3,37.14,41.48,40.24,43.2,48.3,46.5,43.19,48.29,46.44,36.6,42.1,40.7,36.64,42.16,40.76,37.2,42.4,40.8,37.36,42.45,40.87
37.2,41.5,40.3,37.14,41.48,40.24,43.2,48.3,46.5,43.19,48.29,46.44,36.6,42.1,40.7,36.63,42.15,40.74,37.2,42.4,40.8,37.36,42.46,40.87
37.2,41.5,40.3,37.14,41.48,40.24,43.2,48.3,46.5,43.2,48.29,46.44,36.6,42.1,40.7,36.61,42.14,40.73,37.2,42.4,40.8,37.36,42.46,40.87
37.2,41.5,40.3,37.14,41.48,40.24,43.2,48.3,46.5,43.2,48.3,46.44,36.6,42.1,40.7,36.6,42.13,40.72,37.2,42.4,40.8,37.36,42.45,40.87
37.2,41.5,40.3,37.14,41.48,40.24,43.2,48.3,46.5,43.19,48.3,46.44,36.6,42.1,40.7,36.59,42.12,40.71,37.2,42.4,40.8,37.36,42.45,40.86
37.1,41.5,40.2,37.09,41.46,40.22,43.2,48.3,46.5,43.19,48.3,46.44,36.7,42.2,40.7,36.64,42.15,40.73,37.4,42.6,40.9,37.41,42.51,40.91
37.1,41.5,40.2,37.07,41.45,40.2,43.2,48.3,46.5,43.19,48.3,46.44,36.7,42.2,40.7,36.63,42.14,40.73,37.4,42.6,40.9,37.45,42.54,40.94
37.1,41.5,40.2,37.07,41.45,40.19,43.2,48.3,46.5,43.18,48.3,46.44,36.7,42.2,40.7,36.63,42.14,40.72,37.4,42.6,40.9,37.48,42.57,40.97
37.1,41.5,40.2,37.06,41.45,40.18,43.2,48.3,46.5,43.18,48.3,46.44,36.7,42.2,40.7,36.63,42.13,40.72,37.4,42.6,40.9,37.5,42.59,40.98
37.1,41.5,40.2,37.06,41.44,40.17,43.2,48.3,46.5,43.18,48.3,46.44,36.7,42.2,40.7,36.63,42.13,40.72,37.4,42.6,40.9,37.51,42.6,40.99
